"id"	"prob"
29509	0.871598476024043
25369	0.835884705284899
17988	0.0343231237465358
34492	0.996525414625716
35433	0.0988144756862463
46926	0.00415110333752695
12782	0.751228757329226
32613	0.852563985621544
26060	0.810891191105357
26999	0.0028437760446258
31639	0.972725934705805
40205	0.792430796297092
3865	0.071190437778636
49388	0.0239694651442617
16154	0.997713703063842
3603	0.956564257092316
19751	0.0641868655075073
49275	0.981305308864783
15987	0.00120024244341303
35456	0.300814162078797
6402	0.998648497807724
45509	0.485176422813563
9726	0.554729253179639
10967	0.979291386424215
46976	0.949524905147934
34620	0.0209372485704511
36409	0.0499556230308604
33958	0.0783172670401761
2838	0.149575734219928
2688	0.834317076356948
21961	0.058231469620561
30283	0.440982339756188
30773	0.0297768438237907
40726	0.171713260133378
7836	0.00674327806514384
30324	0.523596018286256
19573	0.175512896139495
8473	0.938918152941602
201	0.994021487494304
42555	0.999568079532257
9876	0.660489801818102
20044	0.938869014490838
34255	0.310148919992107
401	0.998080838320217
39348	0.531003630140597
35896	0.0780939691418615
46526	0.855832285238623
36913	0.670000520105279
30866	0.925060292701486
31149	0.060401517940163
16405	0.0950097719579821
20523	0.0559026714014355
18574	0.0892329075496201
37060	0.569579803059557
27728	0.0524640471999843
13168	0.963501788466457
10155	0.995244887177231
12427	0.00030593478183169
48517	0.961467233584989
31017	0.973002099490777
24333	0.982573348089962
6908	0.941953426473109
5637	0.390244183194994
40825	0.00324202841892207
44738	0.08531024091818
31260	0.83755101542623
3324	0.00179313624366079
31863	0.989654647903576
49651	0.0149063798762172
34034	0.00863964918777293
3482	0.373444050047966
12041	0.0341682698544569
42978	0.670512252059472
4903	0.997912203887226
29847	0.00368319935800711
7748	0.998659601502915
43660	0.946771988504063
34185	0.996977417976173
21390	0.368159160090023
16803	0.977713399901201
43814	0.997911046081496
18293	0.739702948533809
44915	0.957125165736749
33808	0.75126663972879
9355	0.983358779831922
32129	0.47874131402649
29848	0.015232029362645
20672	0.000883344173393494
17822	0.981256623762303
35261	0.0644230932256105
3877	0.988820746749805
12952	0.00709275614354977
37985	0.357953825625735
2631	0.320765102994259
35465	0.784957718113421
23813	0.239705018785355
41738	0.0109115167279025
43129	0.0340480392013665
32608	0.886116085050696
36702	2.64644261204424e-08
2381	0.00176591702393487
37766	0.259339917350085
11303	0.260718967293268
5152	0.826191731658023
952	0.990048121290985
15790	0.989044553604212
1318	0.998034189744479
31358	0.160818830365826
37145	0.312325829983188
25945	0.989251123936876
28237	0.994552814892919
35994	0.000299985149411619
9565	0.655808920316643
26030	0.504475594812691
17534	4.80520958045523e-06
46233	0.552715467647662
23746	0.0217451551006374
34614	0.950546697286452
4197	0.221582672248864
26648	2.88398262440253e-05
32946	0.999946803116328
43182	0.00484950651666462
25992	0.00398373668374916
27600	0.755252241011187
15818	0.420517937930639
37245	0.0419590699404452
6737	0.998743779706796
38137	0.121408476984145
4037	0.945383074583928
18359	7.3986653372545e-05
10168	0.557299388185638
34404	0.992133482701854
37803	0.88198239960274
47687	0.00489942394599681
27579	4.36872915274549e-06
15588	0.00641872221066643
44802	0.917055193503999
3700	0.973382102081031
10309	0.215010301431969
30545	0.0110381744751589
35278	0.801686110209372
24553	0.381957592965878
3510	0.0416335990086286
13016	0.9884433306886
38514	0.545842064449433
46325	0.910813124176664
4528	0.70351152361943
4386	0.0699021666662897
35085	0.997065880505975
28341	0.999421275651528
28808	0.996651762527415
33660	0.992752035380432
27010	0.0634601164245098
18481	0.229269075661716
18906	0.500511290712842
24654	0.0736162097804951
27331	0.985697313231295
4656	0.987969328726934
38960	0.590915426594912
27244	0.309031849206425
1729	0.747084143710885
23393	0.623444821033889
1979	0.861926707737355
16398	0.870157134343051
44281	0.854670318243374
16228	0.0582267212073229
14696	0.439981379931741
14923	0.989103833222343
8677	0.17470276814476
41811	0.572579546575991
32144	0.349625864039915
43197	0.151342216772923
4643	0.918919754834804
12460	0.00645810691149894
49060	1.47234795851952e-06
35777	0.0324338440560313
28151	0.964675957353598
25705	0.98328289524578
22059	0.335554177614761
