"id"	"prob"
40625	0.9826466960598
14191	0.171481898740479
5011	0.0855002658138393
23277	0.807036370910268
29766	3.69375234836091e-05
10295	0.000588182604447566
36354	0.256499869518013
4688	0.812353727308233
15064	0.998939927215435
40064	0.799575464195437
9192	0.57203577020826
921	0.00319758276116644
36266	0.922015514558199
4194	0.947429294657783
317	0.431726255241097
39884	0.99423863065727
14543	0.0349821641043389
10821	0.755023721563765
38628	0.735892037675952
22374	0.194096667716839
15099	0.0289924657385335
30860	0.00193727309616387
18803	0.00494746711168005
35304	0.993067190136073
46052	0.907090822084703
39320	0.493899125145679
36190	0.801418384673837
18383	0.387541904931456
3204	0.999083968489844
5981	0.106745485875039
44840	0.680822775102922
1850	0.872161765633461
5794	0.440014696345498
3721	0.455005619181697
18702	0.916730341663736
41183	0.00334886992112154
14851	0.789433446717792
8309	0.893554539707132
2547	0.00278336163995334
40386	0.775533693822887
40796	0.888564583684193
11416	0.90402722963011
38327	0.692481365340091
39298	0.499381361965279
7332	0.0146444484157946
13010	0.667128936965699
10096	0.0247054175547322
821	0.998239316919317
27033	0.939054314025637
43034	0.0245803171818098
1979	0.81322848655687
40027	0.542651179723346
32043	0.135437642341326
19579	0.96020991794422
19023	0.0424442971987463
3520	0.852383854274922
33984	0.0225083154596694
27925	0.995083346956933
14180	0.978827124814269
44388	0.0420330108660415
27448	0.877528426320033
31313	0.868415456576545
33015	1.37299863868316e-05
16918	0.0365864511283648
32555	0.388609031180724
41118	0.00843868248316991
38497	0.979879268662108
15765	0.339119074278887
16117	0.997410552785345
12853	0.934148482307733
49945	0.959670121302164
40692	8.91648925076414e-06
45627	0.99489325382777
15587	0.589863584795844
2587	0.136296978258864
46670	0.0127160299406981
25141	0.64089187249951
48381	0.991900581550826
37403	0.0231662814158097
48933	0.997635312057791
38037	0.00159134332562945
38847	0.0330741862444807
17374	0.327163274759067
12330	0.970176801174404
46193	0.440791869185221
30011	0.0219998453854597
3872	0.321119875622454
44803	0.227623294704699
49156	0.905274224323974
