"id"	"prob"
47604	0.947005857664246
36450	0.270185520818738
30088	0.84299372102683
18416	0.00110264039856835
13224	0.076072944245309
16060	0.990725522939021
6904	0.990194499423271
14007	0.431966047367499
39192	0.849900835794484
41524	0.557258463314752
25459	0.987771690313325
12410	0.981478457302789
3701	0.792205301734787
14445	0.922977537804908
20148	7.77198627958639e-06
4357	0.567172052599287
44836	0.00231407006737597
38399	0.939238985494205
33157	0.991666480221374
37480	0.962405771294966
20085	0.86219959260964
45466	0.000123318725422766
9506	1.39053837545123e-05
49248	0.398230684435167
22171	0.173950494510071
18385	0.3693411206244
36042	0.997480548679056
13138	0.337387169811017
38370	0.809077345119484
33156	0.063630554576332
5220	0.905357535369639
15583	0.000520535838663346
18188	0.99750879724488
16941	0.292062314755026
27922	0.294241737818996
45428	0.0451090183391768
24987	0.599030993611707
32238	0.947007863871139
38117	0.838891164331584
10711	0.000246507722050148
11268	0.984749388823701
23254	0.243187906718524
23354	0.975270200344039
20580	0.976091218912621
36750	0.271698516497572
8254	0.998161124681341
41031	0.341121736182111
16960	0.0863591175582933
9660	0.999550154287223
40479	0.00418922323526948
40685	0.934648933323271
36713	0.15347281349924
35144	0.954151976385006
48292	0.000902545731482406
45470	0.568788720275436
45244	0.00561683909210285
15204	0.852966119330954
34533	0.200204818055212
28858	0.356735843437135
33061	0.00168376292219437
36205	0.000525839744694748
15973	0.954825065820995
21650	0.769476432232363
21864	0.0663823544758156
6758	0.000327514134717314
43487	0.0556302519133816
37363	0.00143771705169279
29391	0.992476295934269
23328	0.0259645889154631
34593	0.941145789761223
12034	0.977972508713508
39618	0.0571991117427109
3658	0.00649405476855057
42857	0.565506783131617
14006	0.598434761064919
47518	0.0201353658474856
48779	0.999558844330853
16925	0.999999760950791
36065	0.919388138477313
18382	9.00506941542587e-06
49861	0.897350121025447
17095	0.806629962390341
38857	0.0124446532865844
46740	0.977619397799632
6199	0.130927652992481
6594	0.0941420849594972
25658	0.999249141963835
45501	0.766055503896855
34117	0.580028730712195
18609	0.00326442295299341
4902	0.0783944091629615
17040	0.980706712229853
37079	0.999336408568881
8738	0.915758169092901
42476	0.0144469189712828
45030	0.937780989824922
640	0.779698957374673
16145	0.0211172880844102
16581	0.747533161060413
34441	0.982653791753202
6530	0.632981623543307
28565	0.00607021320853997
22978	0.0020969199507117
15132	0.923144409936971
8800	0.968082997124724
37790	0.0138882787964224
24531	0.972134945860564
38125	0.0601848913834081
